Order ID,Ship Mode,Count of Shipping ID
IT-2014-1737279,Standard Class,1
IT-2014-1768456,Standard Class,1
IT-2014-1792968,First Class,1
IT-2014-1813491,Standard Class,1
IT-2014-1842643,Standard Class,1
IT-2014-1858801,First Class,1
IT-2014-1858881,Standard Class,1
IT-2014-1860853,Second Class,1
IT-2014-1866474,Standard Class,1
IT-2014-1874749,Standard Class,1
IT-2014-1885149,Standard Class,1
IT-2014-1885187,Standard Class,1
IT-2014-1903822,Standard Class,1
IT-2014-1912413,Standard Class,1
IT-2014-1914249,Second Class,1
IT-2014-1918237,Standard Class,1
IT-2014-1950119,Standard Class,1
IT-2014-1966077,Standard Class,1
IT-2014-1978058,Second Class,1
IT-2014-1985106,Second Class,1
IT-2014-1995970,Standard Class,1
IT-2014-2009199,Standard Class,1
IT-2014-2019502,Standard Class,1
IT-2014-2028606,Standard Class,1
IT-2014-2068457,Standard Class,1
IT-2014-2109178,Standard Class,1
IT-2014-2122369,Second Class,1
IT-2014-2122888,Standard Class,1
IT-2014-2126630,First Class,1
IT-2014-2147306,Standard Class,1
IT-2014-2152908,Same Day,1
IT-2014-2180850,Same Day,1
IT-2014-2181834,First Class,1
IT-2014-2185471,Standard Class,1
IT-2014-2203094,Same Day,1
IT-2014-2208571,First Class,1
IT-2014-2211383,Standard Class,1
IT-2014-2224336,Standard Class,1
IT-2014-2226547,Standard Class,1
IT-2014-2236061,Standard Class,1
IT-2014-2242266,Standard Class,1
IT-2014-2245117,First Class,1
IT-2014-2250081,Standard Class,1
IT-2014-2254772,Second Class,1
IT-2014-2273520,Standard Class,1
IT-2014-2277753,Second Class,1
IT-2014-2304556,Standard Class,1
IT-2014-2305722,Standard Class,1
IT-2014-2321796,Standard Class,1
IT-2014-2328162,Same Day,1
IT-2014-2332803,Second Class,1
IT-2014-2342381,Standard Class,1
IT-2014-2354924,Standard Class,1
IT-2014-2355834,Standard Class,1
IT-2014-2362249,First Class,1
IT-2014-2372538,Same Day,1
IT-2014-2372877,Standard Class,1
IT-2014-2376562,Standard Class,1
IT-2014-2405375,Standard Class,1
IT-2014-2436545,Standard Class,1
IT-2014-2448536,Standard Class,1
IT-2014-2449347,First Class,1
IT-2014-2467233,Standard Class,1
IT-2014-2500344,Second Class,1
IT-2014-2508683,Second Class,1
IT-2014-2529211,First Class,1
IT-2014-2531959,Standard Class,1
IT-2014-2537559,Standard Class,1
IT-2014-2540551,Standard Class,1
IT-2014-2542510,Second Class,1
IT-2014-2544381,Standard Class,1
IT-2014-2555028,Second Class,1
IT-2014-2557034,Standard Class,1
IT-2014-2595914,Standard Class,1
IT-2014-2597250,Standard Class,1
IT-2014-2614983,Standard Class,1
IT-2014-2637531,Standard Class,1
IT-2014-2655984,Standard Class,1
IT-2014-2658711,Standard Class,1
IT-2014-2674196,First Class,1
IT-2014-2700287,Second Class,1
IT-2014-2712309,First Class,1
IT-2014-2725928,First Class,1
IT-2014-2751929,Standard Class,1
IT-2014-2810229,Standard Class,1
IT-2014-2819680,Second Class,1
IT-2014-2835973,Standard Class,1
IT-2014-2840952,Standard Class,1
IT-2014-2851933,Standard Class,1
IT-2014-2861098,First Class,1
IT-2014-2866257,Standard Class,1
IT-2014-2902671,Standard Class,1
IT-2014-2907373,Standard Class,1
IT-2014-2928591,Second Class,1
IT-2014-2944328,Second Class,1
IT-2014-2971226,Standard Class,1
IT-2014-2973778,Standard Class,1
IT-2014-2979676,Standard Class,1
IT-2014-2984755,Standard Class,1
IT-2014-2988943,Standard Class,1
IT-2014-3028672,Standard Class,1
IT-2014-3037687,Standard Class,1
IT-2014-3087072,Standard Class,1
IT-2014-3090371,Standard Class,1
IT-2014-3101005,Standard Class,1
IT-2014-3116089,First Class,1
IT-2014-3118491,Second Class,1
IT-2014-3149554,First Class,1
IT-2014-3150765,Standard Class,1
IT-2014-3172570,Standard Class,1
IT-2014-3178156,Second Class,1
IT-2014-3184181,Second Class,1
IT-2014-3219372,Standard Class,1
IT-2014-3245851,Second Class,1
IT-2014-3247759,Second Class,1
IT-2014-3254948,First Class,1
IT-2014-3261574,Standard Class,1
IT-2014-3263308,Second Class,1
IT-2014-3280659,Standard Class,1
IT-2014-3296819,Standard Class,1
IT-2014-3306532,Standard Class,1
IT-2014-3322102,Standard Class,1
IT-2014-3335279,Second Class,1
IT-2014-3393466,Second Class,1
IT-2014-3396005,Standard Class,1
IT-2014-3417928,Second Class,1
IT-2014-3434385,Second Class,1
IT-2014-3434836,Standard Class,1
IT-2014-3438902,Standard Class,1
IT-2014-3502743,Second Class,1
IT-2014-3503714,Standard Class,1
IT-2014-3511710,Standard Class,1
IT-2014-3541175,Standard Class,1
IT-2014-3550051,Second Class,1
IT-2014-3571683,Standard Class,1
IT-2014-3581068,Standard Class,1
IT-2014-3613065,Standard Class,1
IT-2014-3629752,Same Day,1
IT-2014-3675672,Same Day,1
IT-2014-3715679,Second Class,1
IT-2014-3734233,Standard Class,1
IT-2014-3784057,Standard Class,1
IT-2014-3798415,Standard Class,1
IT-2014-3830887,Standard Class,1
IT-2014-3831682,Second Class,1
IT-2014-3843729,Second Class,1
IT-2014-3882620,Standard Class,1
IT-2014-3902227,Standard Class,1
IT-2014-3928010,First Class,1
IT-2014-3941500,Second Class,1
IT-2014-3944375,Standard Class,1
IT-2014-3949254,Standard Class,1
IT-2014-3974418,Standard Class,1
IT-2014-4007032,First Class,1
IT-2014-4010610,Standard Class,1
IT-2014-4038519,First Class,1
IT-2014-4046179,Second Class,1
IT-2014-4046490,Standard Class,1
IT-2014-4055307,Standard Class,1
IT-2014-4056621,Standard Class,1
IT-2014-4082207,Second Class,1
IT-2014-4099324,Standard Class,1
IT-2014-4142742,Second Class,1
IT-2014-4157324,Standard Class,1
IT-2014-4157824,Standard Class,1
IT-2014-4180265,Second Class,1
IT-2014-4194003,Second Class,1
IT-2014-4197253,First Class,1
IT-2014-4203848,Standard Class,1
IT-2014-4213586,Standard Class,1
IT-2014-4215027,First Class,1
IT-2014-4272173,Standard Class,1
IT-2014-4273010,First Class,1
IT-2014-4304364,Standard Class,1
IT-2014-4311078,First Class,1
IT-2014-4317175,Standard Class,1
IT-2014-4365710,Standard Class,1
IT-2014-4405777,Standard Class,1
IT-2014-4405865,Standard Class,1
IT-2014-4421359,Standard Class,1
IT-2014-4429259,Standard Class,1
IT-2014-4432677,First Class,1
IT-2014-4445923,Standard Class,1
IT-2014-4453792,First Class,1
IT-2014-4461241,Standard Class,1
IT-2014-4474803,Standard Class,1
IT-2014-4483445,Standard Class,1
IT-2014-4499061,Second Class,1
IT-2014-4527626,Standard Class,1
IT-2014-4529316,Second Class,1
IT-2014-4533109,Standard Class,1
IT-2014-4540740,First Class,1
IT-2014-4554442,Standard Class,1
IT-2014-4560369,Standard Class,1
IT-2014-4574180,Second Class,1
IT-2014-4598688,Standard Class,1
IT-2014-4631909,Standard Class,1
IT-2014-4642454,Second Class,1
IT-2014-4652290,Standard Class,1
IT-2014-4674372,Standard Class,1
IT-2014-4707944,Standard Class,1
IT-2014-4709866,Standard Class,1
IT-2014-4717813,Standard Class,1
IT-2014-4749412,Standard Class,1
IT-2014-4756774,Standard Class,1
IT-2014-4774804,Standard Class,1
IT-2014-4778257,Standard Class,1
IT-2014-4801093,Standard Class,1
IT-2014-4809306,Standard Class,1
IT-2014-4809782,Second Class,1
IT-2014-4810734,Second Class,1
IT-2014-4834701,Second Class,1
IT-2014-4888679,Standard Class,1
IT-2014-4905567,Second Class,1
IT-2014-4907444,Standard Class,1
IT-2014-4920177,Standard Class,1
IT-2014-4939179,Standard Class,1
IT-2014-4973421,Second Class,1
IT-2014-5003239,Same Day,1
IT-2014-5016792,Second Class,1
IT-2014-5044898,First Class,1
IT-2014-5062587,Standard Class,1
IT-2014-5088882,Standard Class,1
IT-2014-5100651,Second Class,1
IT-2014-5113824,First Class,1
IT-2014-5117864,Second Class,1
IT-2014-5137649,Second Class,1
IT-2014-5162314,Standard Class,1
IT-2014-5184244,Standard Class,1
IT-2014-5190106,Standard Class,1
IT-2014-5192801,Standard Class,1
IT-2014-5204858,First Class,1
IT-2014-5217096,Standard Class,1
IT-2014-5237848,Second Class,1
IT-2014-5244847,Standard Class,1
IT-2014-5245370,Same Day,1
IT-2014-5261263,Standard Class,1
IT-2014-5268305,Standard Class,1
IT-2014-5269744,Standard Class,1
IT-2014-5284970,Second Class,1
IT-2014-5285883,Standard Class,1
IT-2014-5319822,Standard Class,1
IT-2014-5379132,Standard Class,1
IT-2014-5393609,Standard Class,1
IT-2014-5410095,Standard Class,1
IT-2014-5410813,Standard Class,1
IT-2014-5418558,Standard Class,1
IT-2014-5465876,Second Class,1
IT-2014-5470294,Second Class,1
IT-2014-5502649,Standard Class,1
IT-2014-5517515,First Class,1
IT-2014-5524294,Second Class,1
IT-2014-5534774,Standard Class,1
IT-2014-5563463,Standard Class,1
IT-2014-5571171,First Class,1
IT-2014-5592351,Second Class,1
IT-2014-5595800,Standard Class,1
IT-2014-5603908,Second Class,1
IT-2014-5613283,Second Class,1
IT-2014-5624384,First Class,1
IT-2014-5630655,Standard Class,1
IT-2014-5637241,Standard Class,1
IT-2014-5669188,Second Class,1
IT-2014-5701429,Second Class,1
IT-2014-5704985,First Class,1
IT-2014-5707545,Standard Class,1
IT-2014-5726048,Second Class,1
IT-2014-5733804,Same Day,1
IT-2014-5741451,Standard Class,1
IT-2014-5753646,Standard Class,1
IT-2014-5768200,Second Class,1
IT-2014-5774753,Standard Class,1
IT-2014-5778325,Standard Class,1
IT-2014-5784522,Standard Class,1
IT-2014-5786031,Second Class,1
IT-2014-5786366,Same Day,1
IT-2014-5792533,First Class,1
IT-2014-5800736,Standard Class,1
IT-2014-5825471,Standard Class,1
IT-2014-5876251,First Class,1
IT-2014-5878187,First Class,1
IT-2014-5886628,First Class,1
IT-2014-5907335,First Class,1
IT-2014-5912011,First Class,1
IT-2014-5918661,Standard Class,1
IT-2014-5919161,Standard Class,1
IT-2014-5928156,First Class,1
IT-2014-5935536,First Class,1
IT-2014-5936992,Standard Class,1
IT-2014-5950843,Second Class,1
IT-2014-5965314,Standard Class,1
IT-2014-5966070,Standard Class,1
IT-2014-5975833,Standard Class,1
IT-2014-5984498,Standard Class,1
IT-2014-5989338,Standard Class,1
IT-2014-5992832,Second Class,1
IV-2011-100,Second Class,1
IV-2011-1910,Standard Class,1
IV-2011-2130,Second Class,1
IV-2011-2330,Standard Class,1
IV-2011-6020,Standard Class,1
IV-2011-6850,Standard Class,1
IV-2011-7240,Standard Class,1
IV-2011-9090,Standard Class,1
IV-2012-3380,Same Day,1
IV-2012-4040,Standard Class,1
IV-2012-410,Standard Class,1
IV-2012-4320,Standard Class,1
IV-2012-7600,Second Class,1
IV-2013-2160,Standard Class,1
IV-2013-4360,Standard Class,1
IV-2013-4490,Standard Class,1
IV-2013-4990,Standard Class,1
IV-2013-500,Standard Class,1
IV-2013-6210,Standard Class,1
IV-2013-7200,Standard Class,1
IV-2013-7910,Standard Class,1
IV-2013-8410,Second Class,1
IV-2013-8560,Standard Class,1
IV-2013-8930,Same Day,1
IV-2013-9210,Standard Class,1
IV-2013-9390,First Class,1
IV-2013-9500,First Class,1
IV-2013-9630,First Class,1
IV-2013-9990,Standard Class,1
IV-2014-1390,Standard Class,1
IV-2014-1990,Standard Class,1
IV-2014-3490,Second Class,1
IV-2014-4540,Standard Class,1
IV-2014-5220,Standard Class,1
IV-2014-5230,Second Class,1
IV-2014-5280,Second Class,1
IV-2014-5410,Standard Class,1
IV-2014-5650,Standard Class,1
IV-2014-5760,Standard Class,1
IV-2014-6290,Second Class,1
IV-2014-6630,Standard Class,1
IV-2014-8070,Standard Class,1
IV-2014-8670,Standard Class,1
IV-2014-9110,Standard Class,1
IV-2014-9400,Standard Class,1
IV-2014-9470,Second Class,1
IV-2014-9820,Standard Class,1
IZ-2011-180,Standard Class,1
IZ-2011-20,Standard Class,1
IZ-2011-2440,Standard Class,1
IZ-2011-2730,First Class,1
IZ-2011-290,First Class,1
IZ-2011-3130,Second Class,1
IZ-2011-4060,First Class,1
IZ-2011-4150,First Class,1
IZ-2011-4160,Standard Class,1
IZ-2011-4620,Standard Class,1
IZ-2011-4680,Standard Class,1
IZ-2011-4920,Standard Class,1
IZ-2011-5300,Second Class,1
IZ-2011-5480,Second Class,1
IZ-2011-5750,Standard Class,1
IZ-2011-600,Same Day,1
IZ-2011-6520,Standard Class,1
IZ-2011-6540,Standard Class,1
IZ-2011-6730,Standard Class,1
IZ-2011-7430,Standard Class,1
IZ-2011-7480,Second Class,1
IZ-2011-7540,Second Class,1
IZ-2011-770,Standard Class,1
IZ-2011-7730,Standard Class,1
IZ-2011-7760,Standard Class,1
IZ-2011-8200,First Class,1
IZ-2011-8230,Standard Class,1
IZ-2011-8780,First Class,1
IZ-2011-890,Standard Class,1
IZ-2011-9230,Standard Class,1
IZ-2011-9890,Standard Class,1
IZ-2012-1210,Same Day,1
IZ-2012-1330,Standard Class,1
IZ-2012-1630,Standard Class,1
IZ-2012-1660,Standard Class,1
IZ-2012-1710,Standard Class,1
IZ-2012-1750,Standard Class,1
IZ-2012-1880,Standard Class,1
IZ-2012-1990,First Class,1
IZ-2012-2030,Standard Class,1
IZ-2012-2360,Standard Class,1
IZ-2012-2520,Standard Class,1
IZ-2012-2560,Standard Class,1
IZ-2012-2830,Standard Class,1
IZ-2012-2900,Standard Class,1
IZ-2012-3080,First Class,1
IZ-2012-3180,Second Class,1
IZ-2012-3230,Standard Class,1
IZ-2012-340,Standard Class,1
IZ-2012-3500,Standard Class,1
IZ-2012-3720,Standard Class,1
IZ-2012-3760,Standard Class,1
IZ-2012-3950,Standard Class,1
IZ-2012-3990,Standard Class,1
IZ-2012-4210,Standard Class,1
IZ-2012-4300,Standard Class,1
IZ-2012-4450,First Class,1
IZ-2012-4650,Standard Class,1
IZ-2012-4680,First Class,1
IZ-2012-4950,First Class,1
IZ-2012-4970,Second Class,1
IZ-2012-5060,Standard Class,1
IZ-2012-5210,First Class,1
IZ-2012-5370,Standard Class,1
IZ-2012-6570,Standard Class,1
IZ-2012-6610,Standard Class,1
IZ-2012-6910,Standard Class,1
IZ-2012-7110,Second Class,1
IZ-2012-7140,Standard Class,1
IZ-2012-7240,Standard Class,1
IZ-2012-7440,First Class,1
IZ-2012-7690,First Class,1
IZ-2012-7950,Standard Class,1
IZ-2012-7990,Standard Class,1
IZ-2012-8280,Standard Class,1
IZ-2012-8410,Standard Class,1
IZ-2012-8870,Second Class,1
IZ-2012-9240,Standard Class,1
IZ-2013-1030,Standard Class,1
IZ-2013-1040,Standard Class,1
IZ-2013-1070,Second Class,1
IZ-2013-1100,Second Class,1
IZ-2013-1300,Second Class,1
IZ-2013-1410,Standard Class,1
IZ-2013-1550,Standard Class,1
IZ-2013-1740,First Class,1
IZ-2013-1760,First Class,1
IZ-2013-1830,First Class,1
IZ-2013-2240,Second Class,1
IZ-2013-2260,Standard Class,1
IZ-2013-230,Standard Class,1
IZ-2013-2550,Second Class,1
IZ-2013-2620,First Class,1
IZ-2013-2720,Second Class,1
IZ-2013-2930,Second Class,1
IZ-2013-3200,Same Day,1
IZ-2013-3260,Standard Class,1
IZ-2013-3270,Standard Class,1
IZ-2013-3730,Standard Class,1
IZ-2013-3780,Second Class,1
IZ-2013-4050,Standard Class,1
IZ-2013-4210,Second Class,1
IZ-2013-4340,First Class,1
IZ-2013-4480,Standard Class,1
IZ-2013-4540,Standard Class,1
IZ-2013-4830,Standard Class,1
IZ-2013-5120,Second Class,1
IZ-2013-5220,Standard Class,1
IZ-2013-5620,Second Class,1
IZ-2013-580,Standard Class,1
IZ-2013-5860,Standard Class,1
IZ-2013-6530,Standard Class,1
IZ-2013-680,Second Class,1
IZ-2013-6830,Standard Class,1
IZ-2013-6850,First Class,1
IZ-2013-700,Standard Class,1
IZ-2013-740,Second Class,1
IZ-2013-7910,Second Class,1
IZ-2013-8180,Standard Class,1
IZ-2013-8420,Standard Class,1
IZ-2013-8510,Second Class,1
IZ-2013-8780,Standard Class,1
IZ-2013-8810,Standard Class,1
IZ-2013-9180,Second Class,1
IZ-2013-9470,Same Day,1
IZ-2013-9500,Standard Class,1
IZ-2013-9650,Standard Class,1
IZ-2013-9670,Standard Class,1
IZ-2013-9710,Second Class,1
IZ-2013-9760,Standard Class,1
IZ-2013-9930,Standard Class,1
IZ-2013-9940,Standard Class,1
IZ-2014-1640,Standard Class,1
IZ-2014-1920,Standard Class,1
IZ-2014-2130,Standard Class,1
IZ-2014-2150,First Class,1
IZ-2014-2170,Standard Class,1
IZ-2014-2240,Second Class,1
IZ-2014-230,Standard Class,1
IZ-2014-270,Standard Class,1
IZ-2014-2850,Standard Class,1
IZ-2014-3020,Standard Class,1
IZ-2014-3260,Second Class,1
IZ-2014-3450,Second Class,1
IZ-2014-3590,Standard Class,1
IZ-2014-3660,Standard Class,1
IZ-2014-3820,Same Day,1
IZ-2014-3850,Standard Class,1
IZ-2014-3970,Second Class,1
IZ-2014-4100,Standard Class,1
IZ-2014-4410,Second Class,1
IZ-2014-450,Standard Class,1
IZ-2014-4530,Standard Class,1
IZ-2014-4610,Second Class,1
IZ-2014-4660,Standard Class,1
IZ-2014-4820,Standard Class,1
IZ-2014-4870,Standard Class,1
IZ-2014-4960,Standard Class,1
IZ-2014-5170,Standard Class,1
IZ-2014-5250,Second Class,1
IZ-2014-550,Second Class,1
IZ-2014-5510,Same Day,1
IZ-2014-5650,Standard Class,1
IZ-2014-5660,Standard Class,1
IZ-2014-5670,First Class,1
IZ-2014-5860,Standard Class,1
IZ-2014-6230,Standard Class,1
IZ-2014-6400,First Class,1
IZ-2014-6520,Standard Class,1
IZ-2014-6680,Same Day,1
IZ-2014-6890,Standard Class,1
IZ-2014-6960,Second Class,1
IZ-2014-6980,Second Class,1
IZ-2014-7030,Standard Class,1
IZ-2014-7090,Standard Class,1
IZ-2014-7130,Second Class,1
IZ-2014-7180,Standard Class,1
IZ-2014-7330,Standard Class,1
IZ-2014-7340,First Class,1
IZ-2014-7360,Second Class,1
IZ-2014-7470,Standard Class,1
IZ-2014-750,Standard Class,1
IZ-2014-770,Standard Class,1
IZ-2014-7800,Standard Class,1
IZ-2014-7810,Standard Class,1
IZ-2014-7940,Standard Class,1
IZ-2014-7980,Second Class,1
IZ-2014-8060,First Class,1
IZ-2014-8090,Second Class,1
IZ-2014-8260,Standard Class,1
IZ-2014-8540,Second Class,1
IZ-2014-8590,Standard Class,1
IZ-2014-9280,Standard Class,1
IZ-2014-9320,Standard Class,1
IZ-2014-9390,First Class,1
IZ-2014-9600,Standard Class,1
IZ-2014-9690,Standard Class,1
IZ-2014-9900,Standard Class,1
JO-2011-1740,Standard Class,1
JO-2011-6980,Second Class,1
JO-2012-4590,Standard Class,1
JO-2012-660,Standard Class,1
JO-2012-9420,Standard Class,1
JO-2013-510,First Class,1
JO-2013-6740,First Class,1
JO-2013-7700,Standard Class,1
JO-2013-8110,Standard Class,1
JO-2013-9000,Same Day,1
JO-2014-320,Same Day,1
JO-2014-5930,Standard Class,1
JO-2014-5980,Second Class,1
JO-2014-6020,Standard Class,1
JO-2014-6800,Standard Class,1
JO-2014-8690,Standard Class,1
JO-2014-9770,Standard Class,1
KE-2011-2120,First Class,1
KE-2011-2920,First Class,1
KE-2011-5030,Standard Class,1
KE-2011-6610,Standard Class,1
KE-2011-6940,Standard Class,1
KE-2011-7580,Standard Class,1
KE-2011-7940,First Class,1
KE-2011-860,Standard Class,1
KE-2011-8720,Standard Class,1
KE-2011-9210,Second Class,1
KE-2012-1400,Standard Class,1
KE-2012-4100,Standard Class,1
KE-2012-4830,Standard Class,1
KE-2012-5090,Standard Class,1
KE-2012-5260,Standard Class,1
KE-2012-5420,Second Class,1
KE-2012-5800,Second Class,1
KE-2012-5840,Standard Class,1
KE-2012-7350,Standard Class,1
KE-2012-7430,First Class,1
KE-2012-8250,Standard Class,1
KE-2012-9880,Standard Class,1
KE-2012-9890,Standard Class,1
KE-2013-1160,First Class,1
KE-2013-1340,Standard Class,1
KE-2013-2790,Second Class,1
KE-2013-2920,Same Day,1
KE-2013-3210,Standard Class,1
KE-2013-3560,First Class,1
KE-2013-3950,First Class,1
KE-2013-420,Standard Class,1
KE-2013-4620,Second Class,1
KE-2013-4810,Standard Class,1
KE-2013-5450,Same Day,1
KE-2013-5600,Standard Class,1
KE-2013-7370,First Class,1
KE-2013-8270,Standard Class,1
KE-2013-8340,Standard Class,1
KE-2013-8680,Standard Class,1
KE-2013-9550,Standard Class,1
KE-2014-2610,Standard Class,1
KE-2014-3240,Second Class,1
KE-2014-3820,Second Class,1
KE-2014-4180,Second Class,1
KE-2014-4330,Standard Class,1
KE-2014-4370,First Class,1
KE-2014-4470,Standard Class,1
KE-2014-4540,Standard Class,1
KE-2014-500,Standard Class,1
KE-2014-5160,First Class,1
KE-2014-7410,Second Class,1
KE-2014-8380,Standard Class,1
KE-2014-8570,Same Day,1
KE-2014-8910,Standard Class,1
KE-2014-9170,Standard Class,1
KG-2011-1040,Second Class,1
KG-2011-9880,Second Class,1
KG-2012-1840,Second Class,1
KG-2012-2770,Standard Class,1
KG-2012-3160,Second Class,1
KG-2012-7180,Standard Class,1
KG-2013-1650,Standard Class,1
KG-2013-3860,Standard Class,1
KG-2013-4920,Second Class,1
KG-2013-5780,Standard Class,1
KG-2013-6700,Second Class,1
KG-2013-6710,Standard Class,1
KG-2014-2870,Second Class,1
KG-2014-3460,Standard Class,1
KG-2014-6890,Standard Class,1
KG-2014-8510,Standard Class,1
KG-2014-8810,Same Day,1
KZ-2011-1240,First Class,1
KZ-2011-1420,Standard Class,1
KZ-2011-2210,Second Class,1
KZ-2011-3390,Second Class,1
KZ-2011-4170,First Class,1
KZ-2011-5490,Same Day,1
KZ-2011-5830,Second Class,1
KZ-2011-6440,Standard Class,1
KZ-2011-730,Second Class,1
KZ-2011-7910,Same Day,1
KZ-2011-8410,Standard Class,1
KZ-2012-1360,Standard Class,1
KZ-2012-2110,Standard Class,1
KZ-2012-4240,Standard Class,1
KZ-2012-4400,Standard Class,1
KZ-2012-6650,First Class,1
KZ-2012-7200,First Class,1
KZ-2012-7360,Standard Class,1
KZ-2012-8630,Standard Class,1
KZ-2012-9600,Same Day,1
KZ-2013-1840,Second Class,1
KZ-2013-2740,Standard Class,1
KZ-2013-3640,Standard Class,1
KZ-2013-4700,Standard Class,1
KZ-2013-4950,Standard Class,1
KZ-2013-6120,Standard Class,1
KZ-2013-6480,Standard Class,1
KZ-2013-6610,Standard Class,1
KZ-2013-7130,First Class,1
KZ-2013-7960,Standard Class,1
KZ-2013-9370,Standard Class,1
KZ-2014-1080,Standard Class,1
KZ-2014-1400,First Class,1
KZ-2014-1640,Standard Class,1
KZ-2014-1800,Standard Class,1
KZ-2014-2690,Standard Class,1
KZ-2014-2950,First Class,1
KZ-2014-4070,First Class,1
KZ-2014-4630,Second Class,1
KZ-2014-5810,Standard Class,1
KZ-2014-660,First Class,1
KZ-2014-6760,Standard Class,1
KZ-2014-7670,Standard Class,1
KZ-2014-7810,Standard Class,1
KZ-2014-7970,Second Class,1
KZ-2014-8050,Standard Class,1
KZ-2014-8290,Standard Class,1
KZ-2014-8470,First Class,1
KZ-2014-8670,Standard Class,1
KZ-2014-9320,Same Day,1
KZ-2014-9340,Standard Class,1
KZ-2014-9670,Standard Class,1
KZ-2014-980,Second Class,1
LE-2011-3430,Standard Class,1
LE-2011-9590,Standard Class,1
LE-2012-4400,Standard Class,1
LE-2013-5910,Same Day,1
LE-2013-6250,Standard Class,1
LE-2013-7130,Standard Class,1
LE-2014-1790,First Class,1
LE-2014-6870,Standard Class,1
LH-2011-1240,First Class,1
LH-2011-6160,First Class,1
LH-2011-8340,First Class,1
LH-2011-900,Standard Class,1
LH-2012-3370,Standard Class,1
LH-2012-3950,Standard Class,1
LH-2012-9290,Second Class,1
LH-2012-930,Second Class,1
LH-2012-9760,First Class,1
LH-2013-1560,Standard Class,1
LH-2013-4520,Standard Class,1
LH-2013-6470,Standard Class,1
LH-2013-7310,Second Class,1
LH-2013-7910,First Class,1
LH-2013-9110,First Class,1
LH-2014-1320,Second Class,1
LH-2014-1970,Second Class,1
LH-2014-200,Standard Class,1
LH-2014-2410,Standard Class,1
LH-2014-4130,Standard Class,1
LH-2014-5390,Second Class,1
LH-2014-70,Second Class,1
LH-2014-7700,Standard Class,1
LH-2014-8460,First Class,1
LI-2011-280,Same Day,1
LI-2011-9960,Second Class,1
LI-2011-9980,Second Class,1
LI-2012-6780,Standard Class,1
LI-2012-960,Standard Class,1
LI-2014-5380,Second Class,1
LI-2014-9890,Standard Class,1
LO-2011-6730,Second Class,1
LO-2011-7110,Standard Class,1
LO-2012-1230,First Class,1
LO-2014-9380,Standard Class,1
LT-2011-270,First Class,1
LT-2011-7860,Second Class,1
LT-2013-3900,Standard Class,1
LY-2011-4410,Standard Class,1
LY-2011-650,Same Day,1
LY-2012-3040,First Class,1
LY-2012-3640,Standard Class,1
LY-2013-2490,First Class,1
LY-2013-3570,Standard Class,1
LY-2013-4130,Standard Class,1
LY-2013-4320,Standard Class,1
LY-2013-8920,Second Class,1
LY-2013-9800,Second Class,1
LY-2014-3610,First Class,1
LY-2014-4090,Standard Class,1
LY-2014-4680,Standard Class,1
LY-2014-6400,Standard Class,1
LY-2014-6600,Standard Class,1
LY-2014-8170,Standard Class,1
LY-2014-9050,Standard Class,1
LY-2014-9830,Standard Class,1
MA-2011-2610,Standard Class,1
MA-2011-3720,Standard Class,1
MA-2011-3960,Standard Class,1
MA-2011-4210,Second Class,1
MA-2011-7950,Standard Class,1
MA-2012-5450,Same Day,1
MA-2012-5650,Standard Class,1
MA-2012-5690,Standard Class,1
MA-2012-6130,Second Class,1
MA-2012-7570,Second Class,1
MA-2012-8550,Standard Class,1
MA-2013-1850,First Class,1
MA-2013-1960,Standard Class,1
MA-2013-2910,Standard Class,1
MA-2013-5150,Standard Class,1
MA-2013-7190,Standard Class,1
MA-2013-7380,Standard Class,1
MA-2013-810,Standard Class,1
MA-2013-870,Standard Class,1
MA-2014-1150,Standard Class,1
MA-2014-3430,Standard Class,1
MA-2014-50,Standard Class,1
MA-2014-6360,Second Class,1
MA-2014-760,Second Class,1
MA-2014-9580,First Class,1
MA-2014-9840,Standard Class,1
MA-2014-9930,Standard Class,1
MD-2011-4910,Standard Class,1
MD-2011-8270,Standard Class,1
MD-2012-1540,Second Class,1
MD-2012-3430,Second Class,1
MD-2012-5140,Standard Class,1
MD-2012-7500,First Class,1
MD-2012-7840,First Class,1
MD-2012-9980,Second Class,1
MD-2013-5670,Second Class,1
MD-2013-730,Standard Class,1
MD-2014-4350,Second Class,1
MD-2014-460,Standard Class,1
MD-2014-5210,Standard Class,1
MD-2014-8510,Standard Class,1
MD-2014-9120,Standard Class,1
MD-2014-9600,Standard Class,1
MG-2011-1830,Standard Class,1
MG-2011-5690,Standard Class,1
MG-2011-9660,Standard Class,1
MG-2012-4560,Standard Class,1
MG-2012-4980,Standard Class,1
MG-2013-4020,Standard Class,1
MG-2013-6890,Same Day,1
MG-2013-7870,Standard Class,1
MG-2014-1310,Second Class,1
MG-2014-2270,Standard Class,1
MG-2014-7110,First Class,1
MG-2014-9160,Second Class,1
MK-2012-1060,Standard Class,1
MK-2013-6930,Standard Class,1
MK-2014-990,Standard Class,1
ML-2011-7140,Second Class,1
ML-2012-2380,Second Class,1
ML-2012-4340,Standard Class,1
ML-2012-4410,Second Class,1
ML-2012-5100,Standard Class,1
ML-2012-8570,Standard Class,1
ML-2013-1310,Standard Class,1
ML-2013-1480,Second Class,1
ML-2013-2850,Second Class,1
ML-2013-3460,Standard Class,1
ML-2013-3710,Second Class,1
ML-2013-4490,Standard Class,1
